9.892891885990361400e-01,6.227978703022754060e-03,3.078722625033311340e-05,3.419721671455242939e-07,3.815773975916126291e-03,1.438434461962454771e-05,3.419721671455242939e-07,9.983936741465611732e-05,3.075595580475953714e-05,3.419721671455242939e-07,2.579508689082844167e-04,6.810442087808186259e-06,1.058524931030629821e-04,3.419721671455242939e-07,3.419721671455242939e-07,1.480776198650397008e-05,8.316616189270700007e-05,3.419721671455242939e-07,3.419721671455242939e-07,3.419721671455242939e-07,3.419721671455242939e-07,3.419721671455242939e-07,3.419721671455242939e-07,3.419721671455242939e-07,3.419721671455242939e-07,3.419721671455242939e-07,3.419721671455242939e-07,3.419721671455242939e-07,1.654860094860026079e-05,3.419721671455242939e-07,3.419721671455242939e-07
5.866062681510205573e-02,9.051727576620167692e-01,3.298181801807429054e-06,3.298181801807429054e-06,6.723115571500366990e-03,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06,2.827461975223750229e-02,3.298181801807429054e-06,8.310584646585902208e-04,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06,2.553671894394619977e-04,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06,3.298181801807429054e-06
3.317508352441853694e-06,3.317508352441853694e-06,9.959150253602954139e-01,3.988766897483762147e-03,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06,3.317508352441853694e-06
1.391456015466801574e-05,1.391456015466801574e-05,1.904849456876478789e-02,9.710998751209543034e-01,1.391456015466801574e-05,1.391456015466801574e-05,5.126607815151419494e-04,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05,5.542223327804536321e-04,1.391456015466801574e-05,1.391456015466801574e-05,8.422968631963935471e-03,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05,1.391456015466801574e-05
3.428251153022960490e-02,5.925341830687331189e-03,2.999164725407436252e-06,2.999164725407436252e-06,9.244774452146905519e-01,1.899471452606180111e-02,2.999164725407436252e-06,3.733855637117455806e-04,3.405818795957755670e-04,2.999164725407436252e-06,1.481500580524855795e-02,2.999164725407436252e-06,3.020199692687793838e-04,3.480909897234238316e-04,2.999164725407436252e-06,2.999164725407436252e-06,2.999164725407436252e-06,2.999164725407436252e-06,2.999164725407436252e-06,7.792023154899570194e-05,2.999164725407436252e-06,2.999164725407436252e-06,2.999164725407436252e-06,2.999164725407436252e-06,2.999164725407436252e-06,2.999164725407436252e-06,2.999164725407436252e-06,2.999164725407436252e-06,2.999164725407436252e-06,2.999164725407436252e-06,2.999164725407436252e-06
8.063025118365636443e-04,4.935923744506837608e-06,4.935923744506837608e-06,4.935923744506837608e-06,3.448079381270304639e-02,9.464514229686395996e-01,4.935923744506837608e-06,1.449183161609290948e-02,4.935923744506837608e-06,4.935923744506837608e-06,1.965997589359143771e-04,4.935923744506837608e-06,4.935923744506837608e-06,3.055988610660784893e-03,4.935923744506837608e-06,4.935923744506837608e-06,3.985985512630283974e-04,4.935923744506837608e-06,4.935923744506837608e-06,4.935923744506837608e-06,4.935923744506837608e-06,4.935923744506837608e-06,4.935923744506837608e-06,4.935923744506837608e-06,4.935923744506837608e-06,4.935923744506837608e-06,4.935923744506837608e-06,4.935923744506837608e-06,4.935923744506837608e-06,4.935923744506837608e-06,4.935923744506837608e-06
2.345383956178494710e-04,3.710095582064315765e-06,3.710095582064315765e-06,2.285633380266152302e-05,5.030130560036348520e-04,1.106375740650049149e-04,9.295610835374110703e-01,3.704766745462326899e-02,6.596278260626466496e-04,3.710095582064315765e-06,1.018885932827004849e-03,3.710095582064315765e-06,3.710095582064315765e-06,6.510867944966693480e-03,3.710095582064315765e-06,4.668302923963825522e-04,3.752965415445602432e-03,3.710095582064315765e-06,1.819125774240375887e-02,1.852986773897329293e-03,3.710095582064315765e-06,3.710095582064315765e-06,3.710095582064315765e-06,3.710095582064315765e-06,3.710095582064315765e-06,3.710095582064315765e-06,3.710095582064315765e-06,3.710095582064315765e-06,3.710095582064315765e-06,3.710095582064315765e-06,3.710095582064315765e-06
5.135749006685177802e-04,1.682985599362168823e-06,1.682985599362168823e-06,1.682985599362168823e-06,2.693485985276097817e-04,6.006907240660631746e-03,1.546592446690360327e-02,9.635946943198625547e-01,1.682985599362168823e-06,6.843367130286976514e-05,9.668193288543204848e-05,1.682985599362168823e-06,3.554799196014946875e-05,2.451106924508976524e-03,1.682985599362168823e-06,1.899628212459539972e-03,1.176700846136845627e-03,1.682985599362168823e-06,1.412624509320386612e-04,8.142711962624135311e-03,1.088657253779577548e-04,1.682985599362168823e-06,1.682985599362168823e-06,1.682985599362168823e-06,1.682985599362168823e-06,1.682985599362168823e-06,1.682985599362168823e-06,1.682985599362168823e-06,1.682985599362168823e-06,1.682985599362168823e-06,1.682985599362168823e-06
9.986559463714202341e-04,2.203011552828416236e-02,2.374506545209177128e-06,2.374506545209177128e-06,2.920552161560789248e-04,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,9.556821608751071562e-01,1.324006324258350693e-02,7.697586527867388007e-03,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06,2.374506545209177128e-06
1.069108205848489767e-04,1.604368605155762564e-06,1.604368605155762564e-06,1.604368605155762564e-06,1.604368605155762564e-06,1.604368605155762564e-06,1.604368605155762564e-06,1.799090706289897595e-04,9.493350890767318639e-03,9.247349933482429396e-01,1.003265141372026992e-02,2.802116076489710728e-02,2.682461858661902912e-02,2.108347863952595607e-04,1.604368605155762564e-06,1.527297436926413856e-05,3.151291202286935758e-04,1.604368605155762564e-06,1.604368605155762564e-06,3.308085144313349543e-05,1.604368605155762564e-06,1.604368605155762564e-06,1.604368605155762564e-06,1.604368605155762564e-06,1.604368605155762564e-06,1.604368605155762564e-06,1.604368605155762564e-06,1.604368605155762564e-06,1.604368605155762564e-06,1.604368605155762564e-06,1.604368605155762564e-06
1.536817119433124632e-03,2.356207678153330852e-06,2.356207678153330852e-06,2.356207678153330852e-06,1.240824897861891700e-02,2.356207678153330852e-06,2.753154903001610288e-04,1.754438192971358927e-04,7.617369985449725864e-03,1.504682920327896425e-02,9.413018491316448300e-01,8.797694806257359487e-03,3.000386285272127820e-04,1.215009346431214672e-02,2.356207678153330852e-06,2.356207678153330852e-06,3.431752193172943398e-04,2.356207678153330852e-06,2.356207678153330852e-06,2.356207678153330852e-06,2.356207678153330852e-06,2.356207678153330852e-06,2.356207678153330852e-06,2.356207678153330852e-06,2.356207678153330852e-06,2.356207678153330852e-06,2.356207678153330852e-06,2.356207678153330852e-06,2.356207678153330852e-06,2.356207678153330852e-06,2.356207678153330852e-06
1.411861581590976753e-04,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,2.816417252041511152e-02,5.350999771864946471e-03,9.407463523651812265e-01,1.427566815068364789e-02,1.109930308647298983e-02,3.080963220264828714e-05,1.464931072204966939e-06,1.578149003596528448e-04,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06,1.464931072204966939e-06
5.225925628423880830e-03,2.339022262823005630e-06,2.339022262823005630e-06,2.339022262823005630e-06,8.143376800375510573e-04,2.339022262823005630e-06,2.339022262823005630e-06,2.651490087848535466e-04,3.917573239087947614e-04,4.603943084877654829e-02,1.412125998227109665e-03,2.628223127870338294e-02,9.187619718633959209e-01,5.821707352496329374e-05,2.339022262823005630e-06,2.339022262823005630e-06,6.130711278335043875e-04,2.339022262823005630e-06,2.339022262823005630e-06,8.900172312705909754e-05,2.339022262823005630e-06,2.339022262823005630e-06,2.339022262823005630e-06,2.339022262823005630e-06,2.339022262823005630e-06,2.339022262823005630e-06,2.339022262823005630e-06,2.339022262823005630e-06,2.339022262823005630e-06,2.339022262823005630e-06,2.339022262823005630e-06
8.508387891323354602e-05,1.483615555832956175e-06,1.483615555832956175e-06,1.483615555832956175e-06,2.628896577243432339e-04,8.526941707368657043e-04,2.373905276320784768e-03,2.314391752613307457e-03,1.483615555832956175e-06,1.447503182329795950e-04,8.264832930795397090e-03,1.105514821549845837e-02,1.600950563567677949e-04,9.428825412494173941e-01,1.909476892997779077e-02,1.210804455837688302e-02,1.787255813285071901e-04,1.483615555832956175e-06,1.483615555832956175e-06,8.615354401342549399e-05,1.483615555832956175e-06,1.483615555832956175e-06,1.483615555832956175e-06,1.483615555832956175e-06,1.483615555832956175e-06,1.483615555832956175e-06,1.483615555832956175e-06,1.483615555832956175e-06,8.225936627773994942e-05,3.146128007861319061e-05,1.483615555832956175e-06
1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,4.981257893032502333e-04,1.015445325423224540e-05,1.330421047773588071e-03,8.709635167556829924e-05,1.287260043634647633e-01,8.153329872346416485e-01,5.377150388178519175e-02,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05,1.015445325423224540e-05
1.466377095236728867e-04,3.073322528905050739e-06,3.073322528905050739e-06,3.073322528905050739e-06,2.346203352378766296e-04,3.073322528905050739e-06,5.138131023046925037e-04,4.025853481351705267e-03,3.073322528905050739e-06,3.073322528905050739e-06,3.073322528905050739e-06,2.619134847089359228e-04,7.344697765894068944e-05,2.465539878062086160e-02,1.706861610113234728e-02,9.238802207243744791e-01,3.073322528905050739e-06,3.073322528905050739e-06,3.073322528905050739e-06,4.294144612329204441e-03,8.141339790270911468e-05,3.073322528905050739e-06,3.073322528905050739e-06,3.073322528905050739e-06,3.073322528905050739e-06,3.073322528905050739e-06,3.073322528905050739e-06,3.073322528905050739e-06,1.880988532600868721e-02,5.898716161325527618e-03,3.073322528905050739e-06
5.466009202723278023e-04,1.867796901510839024e-06,1.867796901510839024e-06,1.039080391150936245e-03,9.299384461392435491e-05,1.516772323113971341e-04,1.162947013410681098e-03,7.866920749847259708e-04,1.601399667644038619e-04,8.979289753717073508e-05,4.135993320193367289e-04,1.867796901510839024e-06,3.615431727574667701e-05,3.230003899499391917e-04,1.867796901510839024e-06,1.867796901510839024e-06,9.761070142785214232e-01,1.867796901510839024e-06,1.867653325143119394e-02,1.634986932813860066e-04,9.628135271761051231e-05,1.867796901510839024e-06,1.259770902353070366e-04,1.867796901510839024e-06,1.867796901510839024e-06,1.867796901510839024e-06,1.867796901510839024e-06,1.867796901510839024e-06,1.867796901510839024e-06,1.867796901510839024e-06,1.867796901510839024e-06
5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,9.609972450164022684e-01,5.290405844180926041e-06,5.290405844180926041e-06,1.224499239498497496e-02,5.290405844180926041e-06,2.660963122497563352e-02,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06,5.290405844180926041e-06
6.555699587698546847e-04,2.926758566869643139e-06,2.926758566869643139e-06,2.926758566869643139e-06,1.846619749599806137e-04,2.926758566869643139e-06,1.375080983809492084e-02,5.264465278568929282e-04,1.114464803990215374e-04,2.926758566869643139e-06,2.926758566869643139e-06,2.926758566869643139e-06,2.926758566869643139e-06,2.926758566869643139e-06,2.926758566869643139e-06,2.926758566869643139e-06,3.064292378330989164e-02,2.926758566869643139e-06,9.377398190046024595e-01,5.127217824144770543e-03,1.104877387971330005e-02,2.926758566869643139e-06,2.926758566869643139e-06,2.926758566869643139e-06,2.926758566869643139e-06,2.926758566869643139e-06,1.508687982446731265e-04,2.926758566869643139e-06,2.926758566869643139e-06,2.926758566869643139e-06,2.926758566869643139e-06
